Абсолютный путь к файлу,Относительный путь к файлу,номер звезды
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/448.txt,second_dataset/1_0182.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3264.txt,second_dataset/3_0182.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6366.txt,second_dataset/1_1278.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6028.txt,second_dataset/4_0074.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3397.txt,second_dataset/5_0298.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9602.txt,second_dataset/2_0078.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/393.txt,second_dataset/1_1590.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1613.txt,second_dataset/1_1754.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4316.txt,second_dataset/2_0528.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1363.txt,second_dataset/3_0330.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2366.txt,second_dataset/2_0506.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3107.txt,second_dataset/1_1042.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4177.txt,second_dataset/3_0331.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9654.txt,second_dataset/1_1138.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6816.txt,second_dataset/3_0240.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/477.txt,second_dataset/1_0770.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/163.txt,second_dataset/1_0277.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8358.txt,second_dataset/1_1360.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5819.txt,second_dataset/5_0003.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/652.txt,second_dataset/5_0115.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2609.txt,second_dataset/1_0208.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9635.txt,second_dataset/2_0380.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1446.txt,second_dataset/1_0163.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6606.txt,second_dataset/5_0441.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3625.txt,second_dataset/5_0502.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3211.txt,second_dataset/5_0089.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9128.txt,second_dataset/2_0438.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4204.txt,second_dataset/1_1072.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5273.txt,second_dataset/5_0600.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7849.txt,second_dataset/1_1725.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9561.txt,second_dataset/5_0122.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1238.txt,second_dataset/1_1404.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7316.txt,second_dataset/3_0144.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7877.txt,second_dataset/1_1398.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/57.txt,second_dataset/5_0129.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2523.txt,second_dataset/5_0088.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5380.txt,second_dataset/1_1832.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6300.txt,second_dataset/1_0379.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6437.txt,second_dataset/1_0314.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1791.txt,second_dataset/1_0265.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8590.txt,second_dataset/2_0357.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/524.txt,second_dataset/2_0451.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9834.txt,second_dataset/5_0049.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8740.txt,second_dataset/1_1471.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7160.txt,second_dataset/1_0271.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5439.txt,second_dataset/1_0410.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1150.txt,second_dataset/1_0623.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5551.txt,second_dataset/1_1673.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1780.txt,second_dataset/4_0171.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3784.txt,second_dataset/5_0061.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2961.txt,second_dataset/1_0519.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5217.txt,second_dataset/1_1429.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7793.txt,second_dataset/3_0341.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5357.txt,second_dataset/3_0134.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3986.txt,second_dataset/5_0163.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9775.txt,second_dataset/4_0221.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5312.txt,second_dataset/4_0216.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5454.txt,second_dataset/1_0035.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1899.txt,second_dataset/3_0100.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6088.txt,second_dataset/2_0063.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2721.txt,second_dataset/1_0651.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7751.txt,second_dataset/5_0455.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7822.txt,second_dataset/2_0169.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7865.txt,second_dataset/1_0467.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8941.txt,second_dataset/1_1282.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4040.txt,second_dataset/1_0493.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3833.txt,second_dataset/1_0361.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6628.txt,second_dataset/2_0469.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8747.txt,second_dataset/1_0051.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6869.txt,second_dataset/1_1568.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7270.txt,second_dataset/5_0538.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5006.txt,second_dataset/1_1058.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8381.txt,second_dataset/1_0297.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4560.txt,second_dataset/3_0158.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6117.txt,second_dataset/1_1361.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/838.txt,second_dataset/3_0387.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8778.txt,second_dataset/4_0142.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9094.txt,second_dataset/3_0053.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5240.txt,second_dataset/2_0361.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1500.txt,second_dataset/5_0200.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5359.txt,second_dataset/1_1781.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7004.txt,second_dataset/5_0183.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/541.txt,second_dataset/1_0479.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/708.txt,second_dataset/1_1770.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/217.txt,second_dataset/1_0017.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3851.txt,second_dataset/5_0276.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1095.txt,second_dataset/2_0495.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6843.txt,second_dataset/2_0423.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5913.txt,second_dataset/1_1667.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3187.txt,second_dataset/1_0964.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3685.txt,second_dataset/5_0479.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7033.txt,second_dataset/1_0824.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8943.txt,second_dataset/1_1746.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5283.txt,second_dataset/1_1835.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6024.txt,second_dataset/1_1202.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3572.txt,second_dataset/1_0673.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9706.txt,second_dataset/1_0998.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9968.txt,second_dataset/1_0780.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9533.txt,second_dataset/2_0485.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4082.txt,second_dataset/1_0652.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3051.txt,second_dataset/1_1473.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4314.txt,second_dataset/1_0717.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6166.txt,second_dataset/1_0090.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3181.txt,second_dataset/3_0324.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2882.txt,second_dataset/1_0916.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9495.txt,second_dataset/2_0173.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5986.txt,second_dataset/3_0030.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2681.txt,second_dataset/1_1736.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2648.txt,second_dataset/2_0228.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6502.txt,second_dataset/1_0232.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4597.txt,second_dataset/1_0292.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1118.txt,second_dataset/1_1520.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7667.txt,second_dataset/2_0198.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/998.txt,second_dataset/1_0412.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4229.txt,second_dataset/1_1607.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/984.txt,second_dataset/1_1120.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/269.txt,second_dataset/3_0046.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8091.txt,second_dataset/1_1344.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1408.txt,second_dataset/3_0376.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7020.txt,second_dataset/1_1766.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1550.txt,second_dataset/4_0093.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8684.txt,second_dataset/1_0201.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6343.txt,second_dataset/1_0083.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4309.txt,second_dataset/5_0392.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1254.txt,second_dataset/1_0738.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9284.txt,second_dataset/1_0990.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8255.txt,second_dataset/3_0150.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1069.txt,second_dataset/5_0335.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2685.txt,second_dataset/3_0256.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4992.txt,second_dataset/3_0372.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5390.txt,second_dataset/1_0873.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2736.txt,second_dataset/2_0408.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5720.txt,second_dataset/1_1496.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5846.txt,second_dataset/1_0773.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3160.txt,second_dataset/5_0383.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6810.txt,second_dataset/5_0523.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5814.txt,second_dataset/1_0972.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1169.txt,second_dataset/1_1383.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5579.txt,second_dataset/3_0310.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1742.txt,second_dataset/1_1055.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6524.txt,second_dataset/1_0279.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1364.txt,second_dataset/1_0660.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4567.txt,second_dataset/1_0679.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9565.txt,second_dataset/1_1668.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6683.txt,second_dataset/1_0174.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4128.txt,second_dataset/1_1230.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8932.txt,second_dataset/1_0544.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4197.txt,second_dataset/4_0326.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3484.txt,second_dataset/1_1255.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6571.txt,second_dataset/3_0215.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4934.txt,second_dataset/5_0005.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/320.txt,second_dataset/1_0402.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7462.txt,second_dataset/1_1194.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1242.txt,second_dataset/1_1573.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8799.txt,second_dataset/5_0492.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9642.txt,second_dataset/2_0200.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3831.txt,second_dataset/5_0475.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7501.txt,second_dataset/2_0243.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3433.txt,second_dataset/5_0435.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3682.txt,second_dataset/1_1036.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1673.txt,second_dataset/1_0957.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9183.txt,second_dataset/4_0224.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9167.txt,second_dataset/1_0684.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2734.txt,second_dataset/1_1350.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4603.txt,second_dataset/4_0043.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4904.txt,second_dataset/1_1010.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4397.txt,second_dataset/1_1433.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7008.txt,second_dataset/5_0310.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3830.txt,second_dataset/5_0187.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9331.txt,second_dataset/5_0064.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3318.txt,second_dataset/4_0338.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1626.txt,second_dataset/1_1821.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1763.txt,second_dataset/2_0216.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9687.txt,second_dataset/1_1019.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3166.txt,second_dataset/1_0865.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4115.txt,second_dataset/1_1805.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8403.txt,second_dataset/5_0477.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4011.txt,second_dataset/3_0067.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/696.txt,second_dataset/2_0143.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1592.txt,second_dataset/3_0071.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1089.txt,second_dataset/1_1701.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/960.txt,second_dataset/1_1462.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/790.txt,second_dataset/1_1453.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2344.txt,second_dataset/1_1342.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7516.txt,second_dataset/5_0416.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2638.txt,second_dataset/4_0293.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5829.txt,second_dataset/3_0408.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2269.txt,second_dataset/5_0622.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4774.txt,second_dataset/1_0970.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4995.txt,second_dataset/1_0252.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5887.txt,second_dataset/1_0186.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4903.txt,second_dataset/1_0319.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8923.txt,second_dataset/4_0330.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/375.txt,second_dataset/5_0602.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/525.txt,second_dataset/4_0308.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/675.txt,second_dataset/2_0532.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9004.txt,second_dataset/5_0126.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8789.txt,second_dataset/4_0130.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/626.txt,second_dataset/2_0196.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1409.txt,second_dataset/5_0612.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9120.txt,second_dataset/4_0068.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1275.txt,second_dataset/2_0142.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7085.txt,second_dataset/1_0097.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9491.txt,second_dataset/1_1560.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2668.txt,second_dataset/3_0405.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/62.txt,second_dataset/1_0203.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4383.txt,second_dataset/2_0406.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/362.txt,second_dataset/5_0227.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5541.txt,second_dataset/1_0851.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7235.txt,second_dataset/2_0354.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2062.txt,second_dataset/1_1418.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7687.txt,second_dataset/5_0304.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8780.txt,second_dataset/1_1653.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2729.txt,second_dataset/4_0268.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2082.txt,second_dataset/4_0238.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8945.txt,second_dataset/2_0504.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5690.txt,second_dataset/3_0192.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7101.txt,second_dataset/3_0311.txt,3
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1074.txt,second_dataset/1_1731.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/8441.txt,second_dataset/2_0452.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/592.txt,second_dataset/1_1337.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3962.txt,second_dataset/5_0128.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6150.txt,second_dataset/1_0593.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9177.txt,second_dataset/5_0095.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3874.txt,second_dataset/4_0241.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1320.txt,second_dataset/5_0109.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6179.txt,second_dataset/5_0330.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4957.txt,second_dataset/1_0078.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4733.txt,second_dataset/1_1260.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5753.txt,second_dataset/5_0300.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2073.txt,second_dataset/5_0437.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4057.txt,second_dataset/1_0458.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1916.txt,second_dataset/5_0142.txt,5
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5458.txt,second_dataset/2_0191.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6622.txt,second_dataset/1_0795.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/7863.txt,second_dataset/2_0225.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/129.txt,second_dataset/2_0028.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4942.txt,second_dataset/1_0704.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/704.txt,second_dataset/1_0557.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2548.txt,second_dataset/1_1014.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/9950.txt,second_dataset/2_0260.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3487.txt,second_dataset/1_0562.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1858.txt,second_dataset/2_0343.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/723.txt,second_dataset/1_0545.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2954.txt,second_dataset/4_0080.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/3528.txt,second_dataset/1_0498.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/1001.txt,second_dataset/4_0223.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/985.txt,second_dataset/2_0441.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/5416.txt,second_dataset/1_0011.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6644.txt,second_dataset/1_0697.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2007.txt,second_dataset/1_1043.txt,1
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/6198.txt,second_dataset/2_0230.txt,2
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/4969.txt,second_dataset/4_0309.txt,4
/home/kingtuler/Рабочий стол/Work_with_otzovik/third_dataset/2250.txt,second_dataset/1_1817.txt,1
